"library","version","artifact","publishDate","latestPatch","latestPatchPublishDate","patchStatus","groupId","versionTotalCveCount","versionCriticalCveCount","versionHighCveCount","latestPatchTotalCveCount","latestPatchCriticalCveCount","latestPatchHighCveCount","daysBetweenManagedAndLatestVersions","daysSinceLatestPatch"
"spring-data-rest-core","3.7.18","spring-data-rest-core","2023-11-17","3.7.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-rest-hal-explorer","3.7.18","spring-data-rest-hal-explorer","2023-11-17","3.7.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-data-rest-webmvc","3.7.18","spring-data-rest-webmvc","2023-11-17","3.7.18","2023-11-17","up-to-date","org.springframework.data","0","0","0","0","0","0","0","802"
"spring-graphql","1.0.6","spring-graphql","2023-09-19","1.0.6","2023-09-19","up-to-date","org.springframework.graphql","0","0","0","0","0","0","0","861"
"spring-graphql-test","1.0.6","spring-graphql-test","2023-09-19","1.0.6","2023-09-19","up-to-date","org.springframework.graphql","0","0","0","0","0","0","0","861"
"spring-hateoas","1.5.6","spring-hateoas","2023-11-16","1.5.6","2023-11-16","up-to-date","org.springframework.hateoas","0","0","0","0","0","0","0","803"
"spring-integration-amqp","5.5.20","spring-integration-amqp","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-core","5.5.20","spring-integration-core","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-event","5.5.20","spring-integration-event","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-feed","5.5.20","spring-integration-feed","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-file","5.5.20","spring-integration-file","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-ftp","5.5.20","spring-integration-ftp","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-gemfire","5.5.20","spring-integration-gemfire","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-groovy","5.5.20","spring-integration-groovy","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-http","5.5.20","spring-integration-http","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-ip","5.5.20","spring-integration-ip","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-jdbc","5.5.20","spring-integration-jdbc","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-jms","5.5.20","spring-integration-jms","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-jmx","5.5.20","spring-integration-jmx","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-jpa","5.5.20","spring-integration-jpa","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-kafka","5.5.20","spring-integration-kafka","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-mail","5.5.20","spring-integration-mail","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-mongodb","5.5.20","spring-integration-mongodb","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-mqtt","5.5.20","spring-integration-mqtt","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-r2dbc","5.5.20","spring-integration-r2dbc","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-redis","5.5.20","spring-integration-redis","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-rmi","5.5.20","spring-integration-rmi","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-rsocket","5.5.20","spring-integration-rsocket","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-scripting","5.5.20","spring-integration-scripting","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-security","5.5.20","spring-integration-security","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-sftp","5.5.20","spring-integration-sftp","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-stomp","5.5.20","spring-integration-stomp","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-stream","5.5.20","spring-integration-stream","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-syslog","5.5.20","spring-integration-syslog","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-test","5.5.20","spring-integration-test","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-test-support","5.5.20","spring-integration-test-support","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-webflux","5.5.20","spring-integration-webflux","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-websocket","5.5.20","spring-integration-websocket","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-ws","5.5.20","spring-integration-ws","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-xml","5.5.20","spring-integration-xml","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-xmpp","5.5.20","spring-integration-xmpp","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-zeromq","5.5.20","spring-integration-zeromq","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-integration-zookeeper","5.5.20","spring-integration-zookeeper","2023-11-21","5.5.20","2023-11-21","up-to-date","org.springframework.integration","0","0","0","0","0","0","0","798"
"spring-kafka","2.8.11","spring-kafka","2022-11-21","2.8.11","2022-11-21","up-to-date","org.springframework.kafka","1","0","1","1","0","1","0","1163"
"spring-kafka-test","2.8.11","spring-kafka-test","2022-11-21","2.8.11","2022-11-21","up-to-date","org.springframework.kafka","0","0","0","0","0","0","0","1163"
"spring-ldap-core","2.4.1","spring-ldap-core","2022-06-16","2.4.4","2024-11-14","update-available","org.springframework.ldap","1","0","0","0","0","0","882","439"
"spring-ldap-core-tiger","2.4.1","spring-ldap-core-tiger","2022-06-16","2.4.4","2024-11-14","update-available","org.springframework.ldap","0","0","0","0","0","0","882","439"
"spring-ldap-ldif-core","2.4.1","spring-ldap-ldif-core","2022-06-16","2.4.4","2024-11-14","update-available","org.springframework.ldap","0","0","0","0","0","0","882","439"
"spring-ldap-odm","2.4.1","spring-ldap-odm","2022-06-16","2.4.4","2024-11-14","update-available","org.springframework.ldap","0","0","0","0","0","0","882","439"
"spring-ldap-test","2.4.1","spring-ldap-test","2022-06-16","2.4.4","2024-11-14","update-available","org.springframework.ldap","0","0","0","0","0","0","882","439"
"spring-restdocs-asciidoctor","2.0.8.RELEASE","spring-restdocs-asciidoctor","2023-11-20","2.0.8.RELEASE","2023-11-20","up-to-date","org.springframework.restdocs","0","0","0","0","0","0","0","799"
"spring-restdocs-core","2.0.8.RELEASE","spring-restdocs-core","2023-11-20","2.0.8.RELEASE","2023-11-20","up-to-date","org.springframework.restdocs","0","0","0","0","0","0","0","799"
"spring-restdocs-mockmvc","2.0.8.RELEASE","spring-restdocs-mockmvc","2023-11-20","2.0.8.RELEASE","2023-11-20","up-to-date","org.springframework.restdocs","0","0","0","0","0","0","0","799"
"spring-restdocs-restassured","2.0.8.RELEASE","spring-restdocs-restassured","2023-11-20","2.0.8.RELEASE","2023-11-20","up-to-date","org.springframework.restdocs","0","0","0","0","0","0","0","799"
"spring-restdocs-webtestclient","2.0.8.RELEASE","spring-restdocs-webtestclient","2023-11-20","2.0.8.RELEASE","2023-11-20","up-to-date","org.springframework.restdocs","0","0","0","0","0","0","0","799"
"spring-retry","1.3.4","spring-retry","2022-10-14","1.3.4","2022-10-14","up-to-date","org.springframework.retry","0","0","0","0","0","0","0","1201"
"spring-security-acl","5.7.11","spring-security-acl","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-aspects","5.7.11","spring-security-aspects","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-cas","5.7.11","spring-security-cas","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-config","5.7.11","spring-security-config","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-core","5.7.11","spring-security-core","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","2","0","1","0","0","0","427","435"
"spring-security-crypto","5.7.11","spring-security-crypto","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","1","0","1","1","0","1","427","435"
"spring-security-data","5.7.11","spring-security-data","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-ldap","5.7.11","spring-security-ldap","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-messaging","5.7.11","spring-security-messaging","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-oauth2-client","5.7.11","spring-security-oauth2-client","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-oauth2-core","5.7.11","spring-security-oauth2-core","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-oauth2-jose","5.7.11","spring-security-oauth2-jose","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-oauth2-resource-server","5.7.11","spring-security-oauth2-resource-server","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-openid","5.7.11","spring-security-openid","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-remoting","5.7.11","spring-security-remoting","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-rsocket","5.7.11","spring-security-rsocket","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-saml2-service-provider","5.7.11","spring-security-saml2-service-provider","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-taglibs","5.7.11","spring-security-taglibs","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-test","5.7.11","spring-security-test","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","0","0","0","0","0","0","427","435"
"spring-security-web","5.7.11","spring-security-web","2023-09-18","5.7.14","2024-11-18","update-available","org.springframework.security","1","1","0","0","0","0","427","435"
"spring-session-core","2.7.4","spring-session-core","2023-10-17","2.7.4","2023-10-17","up-to-date","org.springframework.session","0","0","0","0","0","0","0","833"
"spring-session-data-geode","2.7.1","spring-session-data-geode","2022-09-23","2.7.2","2023-11-20","update-available","org.springframework.session","0","0","0","0","0","0","423","799"
"spring-session-data-mongodb","2.7.4","spring-session-data-mongodb","2023-10-17","2.7.4","2023-10-17","up-to-date","org.springframework.session","0","0","0","0","0","0","0","833"
"spring-session-data-redis","2.7.4","spring-session-data-redis","2023-10-17","2.7.4","2023-10-17","up-to-date","org.springframework.session","0","0","0","0","0","0","0","833"
"spring-session-hazelcast","2.7.4","spring-session-hazelcast","2023-10-17","2.7.4","2023-10-17","up-to-date","org.springframework.session","0","0","0","0","0","0","0","833"
"spring-session-jdbc","2.7.4","spring-session-jdbc","2023-10-17","2.7.4","2023-10-17","up-to-date","org.springframework.session","0","0","0","0","0","0","0","833"
"spring-ws-core","3.1.8","spring-ws-core","2023-11-16","3.1.8","2023-11-16","up-to-date","org.springframework.ws","0","0","0","0","0","0","0","803"
"spring-ws-security","3.1.8","spring-ws-security","2023-11-16","3.1.8","2023-11-16","up-to-date","org.springframework.ws","0","0","0","0","0","0","0","803"
"spring-ws-support","3.1.8","spring-ws-support","2023-11-16","3.1.8","2023-11-16","up-to-date","org.springframework.ws","0","0","0","0","0","0","0","803"
"spring-ws-test","3.1.8","spring-ws-test","2023-11-16","3.1.8","2023-11-16","up-to-date","org.springframework.ws","0","0","0","0","0","0","0","803"
"spring-xml","3.1.8","spring-xml","2023-11-16","3.1.8","2023-11-16","up-to-date","org.springframework.ws","0","0","0","0","0","0","0","803"
"thymeleaf","3.0.15.RELEASE","thymeleaf","2022-01-30","3.0.15.RELEASE","2022-01-30","up-to-date","org.thymeleaf","0","0","0","0","0","0","0","1458"
"thymeleaf-spring5","3.0.15.RELEASE","thymeleaf-spring5","2022-01-30","3.0.15.RELEASE","2022-01-30","up-to-date","org.thymeleaf","0","0","0","0","0","0","0","1458"
"thymeleaf-extras-java8time","3.0.4.RELEASE","thymeleaf-extras-java8time","2019-03-28","3.0.4.RELEASE","2019-03-28","up-to-date","org.thymeleaf.extras","0","0","0","0","0","0","0","2497"
"thymeleaf-extras-springsecurity5","3.0.5.RELEASE","thymeleaf-extras-springsecurity5","2022-12-07","3.0.5.RELEASE","2022-12-07","up-to-date","org.thymeleaf.extras","0","0","0","0","0","0","0","1147"
"webjars-locator-core","0.5","webjars-locator-core","unknown","0.5","","skipped: not 3-part semver","org.webjars","0","0","0","0","0","0","",""
"sqlite-jdbc","3.36.0.3","sqlite-jdbc","2021-08-30","3.36.0.3","","skipped: not 3-part semver","org.xerial","1","0","1","1","0","1","",""
"xmlunit-assertj","2.9.1","xmlunit-assertj","2023-01-10","2.9.1","2023-01-10","up-to-date","org.xmlunit","0","0","0","0","0","0","0","1113"
