"library","version","artifact","publishDate","latestPatch","latestPatchPublishDate","patchStatus","groupId","versionTotalCveCount","versionCriticalCveCount","versionHighCveCount","latestPatchTotalCveCount","latestPatchCriticalCveCount","latestPatchHighCveCount","daysBetweenManagedAndLatestVersions","daysSinceLatestPatch"
"simpleclient_log4j","0.15.0","simpleclient_log4j","2022-02-05","0.15.0","2022-02-05","up-to-date","io.prometheus","0","0","0","0","0","0","0","1452"
"simpleclient_log4j2","0.15.0","simpleclient_log4j2","2022-02-05","0.15.0","2022-02-05","up-to-date","io.prometheus","0","0","0","0","0","0","0","1452"
"simpleclient_logback","0.15.0","simpleclient_logback","2022-02-05","0.15.0","2022-02-05","up-to-date","io.prometheus","0","0","0","0","0","0","0","1452"
"simpleclient_pushgateway","0.15.0","simpleclient_pushgateway","2022-02-05","0.15.0","2022-02-05","up-to-date","io.prometheus","0","0","0","0","0","0","0","1452"
"simpleclient_servlet","0.15.0","simpleclient_servlet","2022-02-05","0.15.0","2022-02-05","up-to-date","io.prometheus","0","0","0","0","0","0","0","1452"
"simpleclient_servlet_jakarta","0.15.0","simpleclient_servlet_jakarta","2022-02-05","0.15.0","2022-02-05","up-to-date","io.prometheus","0","0","0","0","0","0","0","1452"
"simpleclient_spring_boot","0.15.0","simpleclient_spring_boot","2022-02-05","0.15.0","2022-02-05","up-to-date","io.prometheus","0","0","0","0","0","0","0","1452"
"simpleclient_spring_web","0.15.0","simpleclient_spring_web","2022-02-05","0.15.0","2022-02-05","up-to-date","io.prometheus","0","0","0","0","0","0","0","1452"
"simpleclient_tracer_otel","0.15.0","simpleclient_tracer_otel","2022-02-05","0.15.0","2022-02-05","up-to-date","io.prometheus","0","0","0","0","0","0","0","1452"
"simpleclient_tracer_otel_agent","0.15.0","simpleclient_tracer_otel_agent","2022-02-05","0.15.0","2022-02-05","up-to-date","io.prometheus","0","0","0","0","0","0","0","1452"
"simpleclient_vertx","0.15.0","simpleclient_vertx","2022-02-05","0.15.0","2022-02-05","up-to-date","io.prometheus","0","0","0","0","0","0","0","1452"
"r2dbc-h2","0.9.1.RELEASE","r2dbc-h2","2022-02-03","0.9.1.RELEASE","2022-02-03","up-to-date","io.r2dbc","0","0","0","0","0","0","0","1454"
"r2dbc-mssql","0.9.0.RELEASE","r2dbc-mssql","2022-01-12","0.9.0.RELEASE","2022-01-12","up-to-date","io.r2dbc","0","0","0","0","0","0","0","1476"
"r2dbc-pool","0.9.2.RELEASE","r2dbc-pool","2022-08-31","0.9.2.RELEASE","2022-08-31","up-to-date","io.r2dbc","0","0","0","0","0","0","0","1245"
"r2dbc-proxy","0.9.1.RELEASE","r2dbc-proxy","2022-05-02","0.9.1.RELEASE","2022-05-02","up-to-date","io.r2dbc","0","0","0","0","0","0","0","1366"
"r2dbc-spi","0.9.1.RELEASE","r2dbc-spi","2022-02-03","0.9.1.RELEASE","2022-02-03","up-to-date","io.r2dbc","0","0","0","0","0","0","0","1454"
"rxjava","1.3.8","rxjava","2018-03-31","1.3.8","2018-03-31","up-to-date","io.reactivex","0","0","0","0","0","0","0","2859"
"rxjava-reactive-streams","1.2.1","rxjava-reactive-streams","2016-11-15","1.2.1","2016-11-15","up-to-date","io.reactivex","0","0","0","0","0","0","0","3360"
"rxjava","2.2.21","rxjava","2021-02-13","2.2.21","2021-02-13","up-to-date","io.reactivex.rxjava2","0","0","0","0","0","0","0","1809"
"json-path","4.5.1","json-path","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"json-schema-validator","4.5.1","json-schema-validator","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"kotlin-extensions","4.5.1","kotlin-extensions","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"rest-assured","4.5.1","rest-assured","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"rest-assured-all","4.5.1","rest-assured-all","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"rest-assured-common","4.5.1","rest-assured-common","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"scala-support","4.5.1","scala-support","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"spring-commons","4.5.1","spring-commons","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"spring-mock-mvc","4.5.1","spring-mock-mvc","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"spring-mock-mvc-kotlin-extensions","4.5.1","spring-mock-mvc-kotlin-extensions","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"spring-web-test-client","4.5.1","spring-web-test-client","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"xml-path","4.5.1","xml-path","2022-02-11","4.5.1","2022-02-11","up-to-date","io.rest-assured","0","0","0","0","0","0","0","1446"
"kotlin-example","4.5.1","kotlin-example","unknown","4.5.1","","error: no versions found","io.rest-assured.examples","0","0","0","0","0","0","",""
"rest-assured-itest-java","4.5.1","rest-assured-itest-java","unknown","4.5.1","unknown","up-to-date","io.rest-assured.examples","0","0","0","0","0","0","",""
"scala-example","4.5.1","scala-example","unknown","4.5.1","unknown","up-to-date","io.rest-assured.examples","0","0","0","0","0","0","",""
"scala-mock-mvc-example","4.5.1","scala-mock-mvc-example","unknown","4.5.1","unknown","up-to-date","io.rest-assured.examples","0","0","0","0","0","0","",""
"scalatra-example","4.5.1","scalatra-example","unknown","4.5.1","","error: no versions found","io.rest-assured.examples","0","0","0","0","0","0","",""
"scalatra-webapp","4.5.1","scalatra-webapp","unknown","4.5.1","unknown","up-to-date","io.rest-assured.examples","0","0","0","0","0","0","",""
"spring-mvc-webapp","4.5.1","spring-mvc-webapp","unknown","4.5.1","unknown","up-to-date","io.rest-assured.examples","0","0","0","0","0","0","",""
"rsocket-core","1.1.3","rsocket-core","2022-09-14","1.1.5","2025-02-03","update-available","io.rsocket","0","0","0","0","0","0","873","358"
"rsocket-load-balancer","1.1.3","rsocket-load-balancer","2022-09-14","1.1.5","2025-02-03","update-available","io.rsocket","0","0","0","0","0","0","873","358"
"rsocket-micrometer","1.1.3","rsocket-micrometer","2022-09-14","1.1.5","2025-02-03","update-available","io.rsocket","0","0","0","0","0","0","873","358"
"rsocket-test","1.1.3","rsocket-test","2022-09-14","1.1.5","2025-02-03","update-available","io.rsocket","0","0","0","0","0","0","873","358"
"rsocket-transport-local","1.1.3","rsocket-transport-local","2022-09-14","1.1.5","2025-02-03","update-available","io.rsocket","0","0","0","0","0","0","873","358"
"rsocket-transport-netty","1.1.3","rsocket-transport-netty","2022-09-14","1.1.5","2025-02-03","update-available","io.rsocket","0","0","0","0","0","0","873","358"
"dependency-management-plugin","1.0.15.RELEASE","dependency-management-plugin","2022-10-19","1.0.15.RELEASE","2022-10-19","up-to-date","io.spring.gradle","0","0","0","0","0","0","0","1196"
"undertow-core","2.2.28.Final","undertow-core","2023-10-17","2.2.38.Final","unknown","update-available","io.undertow","11","1","7","2","1","1","",""
"undertow-servlet","2.2.28.Final","undertow-servlet","2023-10-17","2.2.38.Final","unknown","update-available","io.undertow","0","0","0","0","0","0","",""
"undertow-websockets-jsr","2.2.28.Final","undertow-websockets-jsr","2023-10-17","2.2.38.Final","unknown","update-available","io.undertow","0","0","0","0","0","0","",""
"jakarta.activation-api","1.2.2","jakarta.activation-api","2020-02-20","1.2.2","2020-02-20","up-to-date","jakarta.activation","0","0","0","0","0","0","0","2168"
"jakarta.annotation-api","1.3.5","jakarta.annotation-api","2019-08-02","1.3.5","2019-08-02","up-to-date","jakarta.annotation","0","0","0","0","0","0","0","2370"
"jakarta.jms-api","2.0.3","jakarta.jms-api","2019-08-13","2.0.3","2019-08-13","up-to-date","jakarta.jms","0","0","0","0","0","0","0","2359"
"jakarta.json-api","1.1.6","jakarta.json-api","2019-08-20","1.1.6","2019-08-20","up-to-date","jakarta.json","0","0","0","0","0","0","0","2352"
"jakarta.json.bind-api","1.0.2","jakarta.json.bind-api","2019-08-02","1.0.2","2019-08-02","up-to-date","jakarta.json.bind","0","0","0","0","0","0","0","2370"
"jakarta.mail-api","1.6.7","jakarta.mail-api","2021-04-08","1.6.8","unknown","update-available","jakarta.mail","0","0","0","0","0","0","",""
"jakarta.management.j2ee-api","1.1.4","jakarta.management.j2ee-api","2019-08-21","1.1.4","2019-08-21","up-to-date","jakarta.management.j2ee","0","0","0","0","0","0","0","2351"
"jakarta.persistence-api","2.2.3","jakarta.persistence-api","2019-08-02","2.2.3","2019-08-02","up-to-date","jakarta.persistence","0","0","0","0","0","0","0","2370"
"jakarta.servlet-api","4.0.4","jakarta.servlet-api","2020-06-18","4.0.4","2020-06-18","up-to-date","jakarta.servlet","0","0","0","0","0","0","0","2049"
"jakarta.servlet.jsp.jstl-api","1.2.7","jakarta.servlet.jsp.jstl-api","2019-08-18","1.2.7","2019-08-18","up-to-date","jakarta.servlet.jsp.jstl","0","0","0","0","0","0","0","2354"
"jakarta.transaction-api","1.3.3","jakarta.transaction-api","2019-08-02","1.3.3","2019-08-02","up-to-date","jakarta.transaction","0","0","0","0","0","0","0","2370"
"jakarta.validation-api","2.0.2","jakarta.validation-api","2019-08-10","2.0.2","2019-08-10","up-to-date","jakarta.validation","0","0","0","0","0","0","0","2362"
"jakarta.websocket-api","1.1.2","jakarta.websocket-api","2019-08-05","1.1.2","2019-08-05","up-to-date","jakarta.websocket","0","0","0","0","0","0","0","2367"
"jakarta.ws.rs-api","2.1.6","jakarta.ws.rs-api","2019-08-12","2.1.6","2019-08-12","up-to-date","jakarta.ws.rs","0","0","0","0","0","0","0","2360"
"jakarta.xml.bind-api","2.3.3","jakarta.xml.bind-api","2020-01-27","2.3.3","2020-01-27","up-to-date","jakarta.xml.bind","0","0","0","0","0","0","0","2192"
"jakarta.xml.soap-api","1.4.2","jakarta.xml.soap-api","2020-01-27","1.4.2","2020-01-27","up-to-date","jakarta.xml.soap","0","0","0","0","0","0","0","2192"
"jakarta.xml.ws-api","2.3.3","jakarta.xml.ws-api","2020-01-27","2.3.3","2020-01-27","up-to-date","jakarta.xml.ws","0","0","0","0","0","0","0","2192"
"javax.activation-api","1.2.0","javax.activation-api","2017-09-06","1.2.0","2017-09-06","up-to-date","javax.activation","0","0","0","0","0","0","0","3065"
"javax.annotation-api","1.3.2","javax.annotation-api","2018-02-21","1.3.2","2018-02-21","up-to-date","javax.annotation","0","0","0","0","0","0","0","2897"
"cache-api","1.1.1","cache-api","2019-05-10","1.1.1","2019-05-10","up-to-date","javax.cache","0","0","0","0","0","0","0","2454"
"javax.jms-api","2.0.1","javax.jms-api","2015-03-11","2.0.1","2015-03-11","up-to-date","javax.jms","0","0","0","0","0","0","0","3975"
"javax.json-api","1.1.4","javax.json-api","2018-11-06","1.1.4","2018-11-06","up-to-date","javax.json","0","0","0","0","0","0","0","2639"
"javax.json.bind-api","1","javax.json.bind-api","unknown","1","","skipped: not 3-part semver","javax.json.bind","0","0","0","0","0","0","",""
"javax.mail-api","1.6.2","javax.mail-api","2018-08-29","1.6.2","2018-08-29","up-to-date","javax.mail","0","0","0","0","0","0","0","2708"
"money-api","1.1","money-api","2020-05-16","1.1","","skipped: not 3-part semver","javax.money","0","0","0","0","0","0","",""
"javax.persistence-api","2.2","javax.persistence-api","2017-08-21","2.2","","skipped: not 3-part semver","javax.persistence","0","0","0","0","0","0","",""
"javax.servlet-api","4.0.1","javax.servlet-api","2018-04-20","4.0.1","2018-04-20","up-to-date","javax.servlet","0","0","0","0","0","0","0","2839"
"jstl","1.2","jstl","2011-06-23","1.2","","skipped: not 3-part semver","javax.servlet","0","0","0","0","0","0","",""
"javax.transaction-api","1.3","javax.transaction-api","2018-03-13","1.3","","skipped: not 3-part semver","javax.transaction","0","0","0","0","0","0","",""
"validation-api","2.0.1.Final","validation-api","2017-12-19","2.0.1.Final","2017-12-19","up-to-date","javax.validation","0","0","0","0","0","0","0","2961"
"javax.websocket-api","1.1","javax.websocket-api","2014-08-06","1.1","","skipped: not 3-part semver","javax.websocket","0","0","0","0","0","0","",""
"jaxb-api","2.3.1","jaxb-api","2018-09-12","2.3.1","2018-09-12","up-to-date","javax.xml.bind","0","0","0","0","0","0","0","2694"
"jaxws-api","2.3.1","jaxws-api","2018-09-12","2.3.1","2018-09-12","up-to-date","javax.xml.ws","0","0","0","0","0","0","0","2694"
"jaxen","1.2.0","jaxen","2019-04-14","1.2.0","2019-04-14","up-to-date","jaxen","0","0","0","0","0","0","0","2480"
"junit","4.13.2","junit","2021-02-13","4.13.2","2021-02-13","up-to-date","junit","0","0","0","0","0","0","0","1809"
"byte-buddy","1.12.23","byte-buddy","2023-02-05","1.12.23","2023-02-05","up-to-date","net.bytebuddy","0","0","0","0","0","0","0","1087"
"byte-buddy-agent","1.12.23","byte-buddy-agent","2023-02-05","1.12.23","2023-02-05","up-to-date","net.bytebuddy","0","0","0","0","0","0","0","1087"
"json-smart","2.4.11","json-smart","2023-05-18","2.4.11","2023-05-18","up-to-date","net.minidev","0","0","0","0","0","0","0","985"
"ehcache","2.10.9.2","ehcache","2021-04-23","2.10.9.2","","skipped: not 3-part semver","net.sf.ehcache","0","0","0","0","0","0","",""
"htmlunit","2.60.0","htmlunit","2022-03-19","2.60.0","2022-03-19","up-to-date","net.sourceforge.htmlunit","1","1","0","1","1","0","0","1410"
"jtds","1.3.1","jtds","2013-06-08","1.3.1","2013-06-08","up-to-date","net.sourceforge.jtds","0","0","0","0","0","0","0","4616"
"nekohtml","1.9.22","nekohtml","2015-04-17","1.9.22","2015-04-17","up-to-date","net.sourceforge.nekohtml","0","0","0","0","0","0","0","3938"
"thymeleaf-layout-dialect","3.0.0","thymeleaf-layout-dialect","2021-08-28","3.0.0","2021-08-28","up-to-date","nz.net.ultraq.thymeleaf","0","0","0","0","0","0","0","1613"
"activemq-amqp","5.16.7","activemq-amqp","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-blueprint","5.16.7","activemq-blueprint","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-broker","5.16.7","activemq-broker","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-camel","5.16.7","activemq-camel","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-client","5.16.7","activemq-client","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","1","0","0","0","0","0","510","315"
"activemq-console","5.16.7","activemq-console","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-http","5.16.7","activemq-http","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-jaas","5.16.7","activemq-jaas","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-jdbc-store","5.16.7","activemq-jdbc-store","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-jms-pool","5.16.7","activemq-jms-pool","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-kahadb-store","5.16.7","activemq-kahadb-store","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-karaf","5.16.7","activemq-karaf","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-leveldb-store","5.16.7","activemq-leveldb-store","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-log4j-appender","5.16.7","activemq-log4j-appender","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-mqtt","5.16.7","activemq-mqtt","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-openwire-generator","5.16.7","activemq-openwire-generator","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-openwire-legacy","5.16.7","activemq-openwire-legacy","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","1","0","0","0","0","0","510","315"
"activemq-osgi","5.16.7","activemq-osgi","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-partition","5.16.7","activemq-partition","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-pool","5.16.7","activemq-pool","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-ra","5.16.7","activemq-ra","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-run","5.16.7","activemq-run","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-runtime-config","5.16.7","activemq-runtime-config","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-shiro","5.16.7","activemq-shiro","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-spring","5.16.7","activemq-spring","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-stomp","5.16.7","activemq-stomp","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"activemq-web","5.16.7","activemq-web","2023-10-25","5.16.8","2025-03-18","update-available","org.apache.activemq","0","0","0","0","0","0","510","315"
"artemis-amqp-protocol","2.19.1","artemis-amqp-protocol","2022-01-26","2.19.1","2022-01-26","up-to-date","org.apache.activemq","0","0","0","0","0","0","0","1462"
"artemis-commons","2.19.1","artemis-commons","2022-01-26","2.19.1","2022-01-26","up-to-date","org.apache.activemq","0","0","0","0","0","0","0","1462"
"artemis-core-client","2.19.1","artemis-core-client","2022-01-26","2.19.1","2022-01-26","up-to-date","org.apache.activemq","0","0","0","0","0","0","0","1462"
"artemis-jdbc-store","2.19.1","artemis-jdbc-store","2022-01-26","2.19.1","2022-01-26","up-to-date","org.apache.activemq","0","0","0","0","0","0","0","1462"
"artemis-jms-client","2.19.1","artemis-jms-client","2022-01-26","2.19.1","2022-01-26","up-to-date","org.apache.activemq","0","0","0","0","0","0","0","1462"
"artemis-jms-server","2.19.1","artemis-jms-server","2022-01-26","2.19.1","2022-01-26","up-to-date","org.apache.activemq","0","0","0","0","0","0","0","1462"
"artemis-journal","2.19.1","artemis-journal","2022-01-26","2.19.1","2022-01-26","up-to-date","org.apache.activemq","0","0","0","0","0","0","0","1462"
"artemis-quorum-api","2.19.1","artemis-quorum-api","2022-01-26","2.19.1","2022-01-26","up-to-date","org.apache.activemq","0","0","0","0","0","0","0","1462"
"artemis-selector","2.19.1","artemis-selector","2022-01-26","2.19.1","2022-01-26","up-to-date","org.apache.activemq","0","0","0","0","0","0","0","1462"
"artemis-server","2.19.1","artemis-server","2022-01-26","2.19.1","2022-01-26","up-to-date","org.apache.activemq","2","0","0","2","0","0","0","1462"
"artemis-service-extensions","2.19.1","artemis-service-extensions","2022-01-26","2.19.1","2022-01-26","up-to-date","org.apache.activemq","0","0","0","0","0","0","0","1462"
"commons-dbcp2","2.9.0","commons-dbcp2","2021-07-31","2.9.0","2021-07-31","up-to-date","org.apache.commons","0","0","0","0","0","0","0","1641"
"commons-lang3","3.12.0","commons-lang3","2021-02-26","3.12.0","2021-02-26","up-to-date","org.apache.commons","1","0","0","1","0","0","0","1796"
"commons-pool2","2.11.1","commons-pool2","2021-08-14","2.11.1","2021-08-14","up-to-date","org.apache.commons","0","0","0","0","0","0","0","1627"
"derby","10.14.2.0","derby","2018-05-03","10.14.2.0","","skipped: not 3-part semver","org.apache.derby","1","1","0","1","1","0","",""
"derbyclient","10.14.2.0","derbyclient","2018-05-03","10.14.2.0","","skipped: not 3-part semver","org.apache.derby","0","0","0","0","0","0","",""
"derbynet","10.14.2.0","derbynet","2018-05-03","10.14.2.0","","skipped: not 3-part semver","org.apache.derby","0","0","0","0","0","0","",""
"derbyoptionaltools","10.14.2.0","derbyoptionaltools","2018-05-03","10.14.2.0","","skipped: not 3-part semver","org.apache.derby","0","0","0","0","0","0","",""
"derbytools","10.14.2.0","derbytools","2018-05-03","10.14.2.0","","skipped: not 3-part semver","org.apache.derby","0","0","0","0","0","0","",""
"fluent-hc","4.5.14","fluent-hc","2022-11-30","4.5.14","2022-11-30","up-to-date","org.apache.httpcomponents","0","0","0","0","0","0","0","1154"
"httpasyncclient","4.1.5","httpasyncclient","2021-12-08","4.1.5","2021-12-08","up-to-date","org.apache.httpcomponents","0","0","0","0","0","0","0","1511"
"httpclient","4.5.14","httpclient","2022-11-30","4.5.14","2022-11-30","up-to-date","org.apache.httpcomponents","0","0","0","0","0","0","0","1154"
"httpclient-cache","4.5.14","httpclient-cache","2022-11-30","4.5.14","2022-11-30","up-to-date","org.apache.httpcomponents","0","0","0","0","0","0","0","1154"
"httpclient-osgi","4.5.14","httpclient-osgi","2022-11-30","4.5.14","2022-11-30","up-to-date","org.apache.httpcomponents","0","0","0","0","0","0","0","1154"
"httpclient-win","4.5.14","httpclient-win","2022-11-30","4.5.14","2022-11-30","up-to-date","org.apache.httpcomponents","0","0","0","0","0","0","0","1154"
"httpcore","4.4.16","httpcore","2022-11-26","4.4.16","2022-11-26","up-to-date","org.apache.httpcomponents","0","0","0","0","0","0","0","1158"
"httpcore-nio","4.4.16","httpcore-nio","2022-11-26","4.4.16","2022-11-26","up-to-date","org.apache.httpcomponents","0","0","0","0","0","0","0","1158"
"httpmime","4.5.14","httpmime","2022-11-30","4.5.14","2022-11-30","up-to-date","org.apache.httpcomponents","0","0","0","0","0","0","0","1154"
"httpclient5","5.1.4","httpclient5","2022-11-13","5.1.4","2022-11-13","up-to-date","org.apache.httpcomponents.client5","0","0","0","0","0","0","0","1171"
"httpclient5-cache","5.1.4","httpclient5-cache","2022-11-13","5.1.4","2022-11-13","up-to-date","org.apache.httpcomponents.client5","0","0","0","0","0","0","0","1171"
"httpclient5-fluent","5.1.4","httpclient5-fluent","2022-11-13","5.1.4","2022-11-13","up-to-date","org.apache.httpcomponents.client5","0","0","0","0","0","0","0","1171"
"httpclient5-win","5.1.4","httpclient5-win","2022-11-13","5.1.4","2022-11-13","up-to-date","org.apache.httpcomponents.client5","0","0","0","0","0","0","0","1171"
"httpcore5","5.1.5","httpcore5","2022-11-09","5.1.5","2022-11-09","up-to-date","org.apache.httpcomponents.core5","0","0","0","0","0","0","0","1175"
"httpcore5-h2","5.1.5","httpcore5-h2","2022-11-09","5.1.5","2022-11-09","up-to-date","org.apache.httpcomponents.core5","0","0","0","0","0","0","0","1175"
"httpcore5-reactive","5.1.5","httpcore5-reactive","2022-11-09","5.1.5","2022-11-09","up-to-date","org.apache.httpcomponents.core5","0","0","0","0","0","0","0","1175"
"johnzon-core","1.2.21","johnzon-core","2023-06-19","1.2.22","2025-10-13","update-available","org.apache.johnzon","0","0","0","0","0","0","847","106"
"johnzon-jaxrs","1.2.21","johnzon-jaxrs","2023-06-19","1.2.22","2025-10-13","update-available","org.apache.johnzon","0","0","0","0","0","0","847","106"
"johnzon-jsonb","1.2.21","johnzon-jsonb","2023-06-19","1.2.22","2025-10-13","update-available","org.apache.johnzon","0","0","0","0","0","0","847","106"
"johnzon-jsonb-extras","1.2.21","johnzon-jsonb-extras","2023-06-19","1.2.22","2025-10-13","update-available","org.apache.johnzon","0","0","0","0","0","0","847","106"
"johnzon-jsonschema","1.2.21","johnzon-jsonschema","2023-06-19","1.2.22","2025-10-13","update-available","org.apache.johnzon","0","0","0","0","0","0","847","106"
"johnzon-mapper","1.2.21","johnzon-mapper","2023-06-19","1.2.22","2025-10-13","update-available","org.apache.johnzon","0","0","0","0","0","0","847","106"
"johnzon-websocket","1.2.21","johnzon-websocket","2023-06-19","1.2.22","2025-10-13","update-available","org.apache.johnzon","0","0","0","0","0","0","847","106"
"connect","3.1.2","connect","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","1","0","1","1","0","1","0","1243"
"connect-api","3.1.2","connect-api","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"connect-basic-auth-extension","3.1.2","connect-basic-auth-extension","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"connect-file","3.1.2","connect-file","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"connect-json","3.1.2","connect-json","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"connect-mirror","3.1.2","connect-mirror","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"connect-mirror-client","3.1.2","connect-mirror-client","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"connect-runtime","3.1.2","connect-runtime","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"connect-transforms","3.1.2","connect-transforms","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"generator","3.1.2","generator","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka-clients","3.1.2","kafka-clients","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","2","0","0","2","0","0","0","1243"
"kafka-log4j-appender","3.1.2","kafka-log4j-appender","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka-metadata","3.1.2","kafka-metadata","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka-raft","3.1.2","kafka-raft","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka-server-common","3.1.2","kafka-server-common","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka-shell","3.1.2","kafka-shell","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka-storage","3.1.2","kafka-storage","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka-storage-api","3.1.2","kafka-storage-api","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka-streams","3.1.2","kafka-streams","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka-streams-scala_2.12","3.1.2","kafka-streams-scala_2.12","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
"kafka-streams-scala_2.13","3.1.2","kafka-streams-scala_2.13","2022-09-02","3.1.2","2022-09-02","up-to-date","org.apache.kafka","0","0","0","0","0","0","0","1243"
